Reaction,Pvalue,Padj,Reject,FC
R00905_c_reverse,1.4334782434603487e-07,2.459056173740923e-07,True,0.22291117299731814
TCP3,5.803555641539872e-10,1.2044756462605702e-09,True,0.440201695967062
R01092_c,1.4334782434603487e-07,2.459056173740923e-07,True,0.20640020559731076
R04741_x,1.3259673752008224e-06,2.166031867102247e-06,True,0.28333611600087366
R01771_c,0.00396729438660086,0.005447499667501832,True,0.1866561656165618
TCP24,1.4508889103849681e-11,3.842730879806213e-11,True,0.2484385643621135
TCV2,5.803555641539872e-10,1.2044756462605702e-09,True,0.17831430979993163
R01870_c,5.803555641539872e-10,1.2044756462605702e-09,True,0.21147895947481507
R01969_c_reverse,0.001115801546231492,0.0015626158822224213,True,0.12430558530394357
R01324_m,1.4508889103849681e-11,3.842730879806213e-11,True,0.27428362494206543
R02164_p_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.3305839252331505
R04008_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.3212244266131681
R05968_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.4693292847125693
R04428_p,0.0002704973445409677,0.00039362027378030476,True,0.16971284175843335
R04001_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.21056057110349474
Ex3,1.4508889103849681e-11,3.842730879806213e-11,True,0.383877269782921
R01717_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.33252148843774115
R01325_x,1.1316933501002751e-08,2.0824473564345178e-08,True,0.298751213486432
R01280_x_reverse,1.4334782434603487e-07,2.459056173740923e-07,True,0.25006152090167677
TCM7_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.29267639497398085
R00924_c_reverse,5.803555641539872e-10,1.2044756462605702e-09,True,0.20592670239814576
R06024_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.47636319162120283
R01061_p,1.4508889103849681e-11,3.842730879806213e-11,True,0.3851093915410351
R02239_c,1.1316933501002751e-08,2.0824473564345178e-08,True,0.25468523625044215
R01329_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.3206400447634677
R01224_c,0.012298612583953778,0.016458819800513197,True,0.19785260722747214
R00342_p,1.4334782434603487e-07,2.459056173740923e-07,True,0.22501281216370783
R02269_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.29806976699311194
R00551_c_reverse,9.54696510144592e-06,1.4977023318996947e-05,True,0.1980759851688506
R00095_tmx_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.2734942177314368
R03346_c,5.803555641539872e-10,1.2044756462605702e-09,True,0.32558395552383285
R04209_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.5244534310124689
R01090_c_reverse,1.1316933501002751e-08,2.0824473564345178e-08,True,0.22232303989479166
R04326_c,5.803555641539872e-10,1.2044756462605702e-09,True,0.45110479931457825
R01415_c,1.1316933501002751e-08,2.0824473564345178e-08,True,0.32052767784252933
TCP18,1.4508889103849681e-11,3.842730879806213e-11,True,0.24250735732145717
R02869_c_reverse,0.0002704973445409677,0.00039362027378030476,True,0.13271320615503487
R04961_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.4677896449798968
R04964_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.4619907704088005
R03530_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.3529503867080837
R04241_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.5187342731899421
R01329_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.3281632918473712
R00158_c,5.803555641539872e-10,1.2044756462605702e-09,True,0.21590315220382453
R06041_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.4388838340963996
R04964_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.4376949299064532
R04591_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.6375060182251849
R02869_c,5.569062975843453e-05,8.42345726095318e-05,True,0.1697417477533779
R05841_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.4167412077123632
R01388_x_reverse,5.803555641539872e-10,1.2044756462605702e-09,True,0.2677335347514807
R00115_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.25015863235033947
R01123_c,1.1316933501002751e-08,2.0824473564345178e-08,True,0.21241658970260385
R04001_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.2963945053282501
R04173_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.42453354916367436
R04544_p,0.00396729438660086,0.005447499667501832,True,0.17279408998179765
R00355_m,5.803555641539872e-10,1.2044756462605702e-09,True,0.2651371093899247
R05341_c_reverse,5.803555641539872e-10,1.2044756462605702e-09,True,0.37484621155677833
TCX10_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.29857932566446693
TCP12,0.001115801546231492,0.0015626158822224213,True,-0.12495380776957185
R00768_c,5.803555641539872e-10,1.2044756462605702e-09,True,0.3294635953458109
R04440_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.46194797268633536
R01051_c,5.803555641539872e-10,1.2044756462605702e-09,True,0.3547213037752666
R01715_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.36159295610008135
TCM16_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.29985292374794686
R07263_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.4361048282303523
R04780_c,1.4334782434603487e-07,2.459056173740923e-07,True,-0.6220251768569915
Ex1,1.3259673752008224e-06,2.166031867102247e-06,True,0.38815649422419624
R02166_c,5.803555641539872e-10,1.2044756462605702e-09,True,0.32629980909111256
R04536_p_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.5276825528256158
TCP26_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.24987438253076005
R04137_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.3849012033679722
R04537_p_reverse,0.001115801546231492,0.0015626158822224213,True,0.14618684287688982
R02093_c,0.012298612583953778,0.016458819800513197,True,0.19296182889461005
R05069_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.5580399187053959
R00355_m_reverse,1.3259673752008224e-06,2.166031867102247e-06,True,0.1704928443623311
TCM19,1.4508889103849681e-11,3.842730879806213e-11,True,0.283041498575332
R00715_c_reverse,0.0335416594061465,0.043286178193864905,True,0.08508514178136305
R02283_c,5.803555641539872e-10,1.2044756462605702e-09,True,0.37038595516750417
R00509_c,1.3259673752008224e-06,2.166031867102247e-06,True,0.20824450629111865
R03646_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.37848119910484523
R04537_c_reverse,0.0002704973445409677,0.00039362027378030476,True,0.21921115287602116
R00345_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.2578871522919424
TCX19,1.4508889103849681e-11,3.842730879806213e-11,True,0.27268214936362345
TCP19_reverse,1.4334782434603487e-07,2.459056173740923e-07,True,-0.21365567495452042
R04955_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.4964838439036951
R04426_c,1.1316933501002751e-08,2.0824473564345178e-08,True,0.46563896903276747
TCP15_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.24663174242585012
R04209_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.49846920639652387
R04740_x_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.5714452429411039
R01876_c_reverse,1.1316933501002751e-08,2.0824473564345178e-08,True,0.21622333761468587
TCP23_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.27367050662687853
TCX15,1.4508889103849681e-11,3.842730879806213e-11,True,0.32398608111675187
R02098_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.30695050302981725
R03084_c,5.803555641539872e-10,1.2044756462605702e-09,True,0.3239666895690039
R00253_p,1.3259673752008224e-06,2.166031867102247e-06,True,-0.34690727941017857
TCX17,1.4508889103849681e-11,3.842730879806213e-11,True,0.2795496798061967
TCM32,1.4508889103849681e-11,3.842730879806213e-11,True,0.29859844323142837
TCX4_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.23186593592082191
R02593_c_reverse,9.54696510144592e-06,1.4977023318996947e-05,True,0.22873444170205492
R01195_p_reverse,1.3259673752008224e-06,2.166031867102247e-06,True,0.22592196078822968
R04953_p,1.4508889103849681e-11,3.842730879806213e-11,True,0.5144889251335834
R02297_c_reverse,0.0335416594061465,0.043286178193864905,True,0.12240592316487653
R03313_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.32823567102758777
R07672_c_reverse,1.3259673752008224e-06,2.166031867102247e-06,True,0.2651749899097767
R04378_c_reverse,5.803555641539872e-10,1.2044756462605702e-09,True,0.4332377432108717
TCP17_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.26621554808279263
TCP15,1.4508889103849681e-11,3.842730879806213e-11,True,0.26117815072378003
R04745_x_reverse,1.3259673752008224e-06,2.166031867102247e-06,True,0.22991307669799488
R01600_c,0.0335416594061465,0.043286178193864905,True,-0.22101465912536808
R01529_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.36663409615514825
R00405_m,1.4334782434603487e-07,2.459056173740923e-07,True,0.33195434016178693
R01717_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.2584528658297814
R06556_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.4635636128980972
R07449_c,1.1316933501002751e-08,2.0824473564345178e-08,True,0.31964322578821225
R05963_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.4749834684789495
TCM18,1.4508889103849681e-11,3.842730879806213e-11,True,0.3025738165299806
R05961_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.5007762266104613
R00943_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.279201620947717
TCP13,1.4508889103849681e-11,3.842730879806213e-11,True,0.23275213523903227
R00883_c,5.803555641539872e-10,1.2044756462605702e-09,True,0.2743901030769532
R04536_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.5395381719570255
R00342_x,5.569062975843453e-05,8.42345726095318e-05,True,0.13773087697971742
R04783_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.48435201660575405
TCP14,1.4508889103849681e-11,3.842730879806213e-11,True,0.26903515171202985
TCP20_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.4462690631712691
R02086_c_reverse,1.1316933501002751e-08,2.0824473564345178e-08,True,0.2130748706342542
R01123_c_reverse,1.1316933501002751e-08,2.0824473564345178e-08,True,0.22495737856854178
R03243_c_reverse,5.803555641539872e-10,1.2044756462605702e-09,True,0.3338691555307217
TCP2,1.4508889103849681e-11,3.842730879806213e-11,True,0.30694958956852164
R01177_x,1.4508889103849681e-11,3.842730879806213e-11,True,0.2725092211875473
R01104_c,5.803555641539872e-10,1.2044756462605702e-09,True,0.3048189629082971
R00697_c,0.0335416594061465,0.043286178193864905,True,0.13186299598228562
R00332_c,1.4334782434603487e-07,2.459056173740923e-07,True,0.18185213541594392
R02740_c_reverse,9.54696510144592e-06,1.4977023318996947e-05,True,0.19086968155227554
R06156_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.45492005503572147
R03050_c,0.0002704973445409677,0.00039362027378030476,True,-0.5416772232074993
TCM6,1.4508889103849681e-11,3.842730879806213e-11,True,0.28001028449396204
R00942_c,1.1316933501002751e-08,2.0824473564345178e-08,True,0.24155764613924685
TCP16_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.2258494870010239
TCP16,1.4508889103849681e-11,3.842730879806213e-11,True,0.23331523872213933
TCX2,1.4508889103849681e-11,3.842730879806213e-11,True,0.17462597333650218
TCP21,1.4508889103849681e-11,3.842730879806213e-11,True,0.2809906017705077
R06267_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.48849024831869586
R01870_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.3202202941303974
R03313_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.34209279828495376
R04432_c,5.803555641539872e-10,1.2044756462605702e-09,True,0.4496233735233535
TCX9_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.26754797238250283
R00149_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.2786045229258969
R02142_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.6000699088309374
TCP6,1.4508889103849681e-11,3.842730879806213e-11,True,0.28194749446672973
TCM1,1.4508889103849681e-11,3.842730879806213e-11,True,0.32421001424337015
R00948_c,1.1316933501002751e-08,2.0824473564345178e-08,True,0.21088632086873801
R01968_c_reverse,1.1316933501002751e-08,2.0824473564345178e-08,True,0.22619453369855044
R04170_x,5.803555641539872e-10,1.2044756462605702e-09,True,0.4559613854434394
R04432_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.4492928800254346
R03066_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.33367344487876627
R02019_c,1.3259673752008224e-06,2.166031867102247e-06,True,-0.50625
R01827_p,5.803555641539872e-10,1.2044756462605702e-09,True,0.2890544632524668
R01518_p,1.4508889103849681e-11,3.842730879806213e-11,True,0.3786017263740994
R01676_c,0.001115801546231492,0.0015626158822224213,True,-0.4804641811242091
R00502_c,1.4334782434603487e-07,2.459056173740923e-07,True,0.26660522439294343
R00571_c,0.012298612583953778,0.016458819800513197,True,0.22978832144894973
TCM31_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.24485264387389197
R04426_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.46208120090260674
R00709_m_reverse,1.4334782434603487e-07,2.459056173740923e-07,True,0.22884485627209109
R02164_p,1.4508889103849681e-11,3.842730879806213e-11,True,0.36984664758943936
R00236_c_reverse,0.001115801546231492,0.0015626158822224213,True,0.11565851302722092
TCX12_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.29672658887477066
R03367_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.37680370064705065
R01195_p,1.1316933501002751e-08,2.0824473564345178e-08,True,0.2626231371308182
R00716_c,0.00396729438660086,0.005447499667501832,True,0.16115526403047167
R02026_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.24345052476653423
TCV5_reverse,5.569062975843453e-05,8.42345726095318e-05,True,0.12730787424519047
R05069_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.5307043135933532
R01127_c,5.803555641539872e-10,1.2044756462605702e-09,True,0.2423432281371008
TCM7,1.4508889103849681e-11,3.842730879806213e-11,True,0.2927165210738369
R04533_p_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.5174854520069
R01135_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.7112882022490193
R03925_c,5.803555641539872e-10,1.2044756462605702e-09,True,0.39519722268446483
R04543_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.5768363191976135
R06156_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.5122799199954868
R00734_c_reverse,9.54696510144592e-06,1.4977023318996947e-05,True,0.21472009350623483
R01652_c,0.0335416594061465,0.043286178193864905,True,-0.09207025013304952
R00948_p,1.3259673752008224e-06,2.166031867102247e-06,True,0.19475150628847324
R04533_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.4937866614711126
R00408_m_reverse,5.803555641539872e-10,1.2044756462605702e-09,True,0.18177829058690007
R01325_x_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.26042078931546236
R04125_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.4133337836188666
R04955_p,1.4508889103849681e-11,3.842730879806213e-11,True,0.4655662220483837
TCX3,1.4508889103849681e-11,3.842730879806213e-11,True,0.16727329533898866
R07444_c,0.0002704973445409677,0.00039362027378030476,True,0.23387496402136007
R01086_c,1.1316933501002751e-08,2.0824473564345178e-08,True,0.23824568795428885
R03055_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.28468419410398643
R03321_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.32024607415428263
R00480_c,1.4334782434603487e-07,2.459056173740923e-07,True,0.19385582636045853
R01880_c,1.3259673752008224e-06,2.166031867102247e-06,True,0.5089604859030831
Bc7,0.012298612583953778,0.016458819800513197,True,-0.08273172350842259
TCM29_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.2623269303597041
R08193_c_reverse,9.54696510144592e-06,1.4977023318996947e-05,True,0.15534809295211852
R01373_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.2568146902657052
R01132_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.8401608251158705
R01090_c,1.1316933501002751e-08,2.0824473564345178e-08,True,0.21013623546592575
R02593_c,1.3259673752008224e-06,2.166031867102247e-06,True,0.22478804491506846
R03460_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.2957613723622617
TCM16,1.4508889103849681e-11,3.842730879806213e-11,True,0.2810178728651262
R04543_p,1.4508889103849681e-11,3.842730879806213e-11,True,0.5299527244098243
R01863_c,1.3259673752008224e-06,2.166031867102247e-06,True,0.2344587042247583
R01655_c_reverse,1.1316933501002751e-08,2.0824473564345178e-08,True,0.3579137239302351
TCM28_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.29610442481821514
R04744_x,1.4508889103849681e-11,3.842730879806213e-11,True,0.45217365568149875
R04533_c_reverse,5.803555641539872e-10,1.2044756462605702e-09,True,0.5296257686887578
R08379_c,1.3259673752008224e-06,2.166031867102247e-06,True,0.13732332096725358
R00750_c_reverse,1.3259673752008224e-06,2.166031867102247e-06,True,0.22491343915549297
R00209_m,0.0335416594061465,0.043286178193864905,True,0.37153336201746956
R02291_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.35335409201469536
R01624_p_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.33181368901550723
R07444_c_reverse,9.54696510144592e-06,1.4977023318996947e-05,True,0.2719949232021746
R01827_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.37526165812430934
R01214_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.29788369859903363
R04534_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.5306331937305077
R04737_x,5.803555641539872e-10,1.2044756462605702e-09,True,0.2692680014876793
R04969_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.47057573815968656
R06266_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.4523535827182027
R00570_c,0.0002704973445409677,0.00039362027378030476,True,0.13040261566150876
R07673_c,9.54696510144592e-06,1.4977023318996947e-05,True,0.1723794738122387
R04964_p_reverse,1.1316933501002751e-08,2.0824473564345178e-08,True,0.47810602843053057
Ex18,0.00396729438660086,0.005447499667501832,True,0.4293552812071332
R02142_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.8574500087368526
R00716_c_reverse,5.803555641539872e-10,1.2044756462605702e-09,True,-0.4643159984337356
R01324_c_reverse,5.803555641539872e-10,1.2044756462605702e-09,True,0.3478796097838426
R04880_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.5692749060594364
R03055_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.32839279655898157
R04241_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.46519211620172396
R05556_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.45575043369276436
TCP25_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.25731087240194206
R01818_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.38543299698570566
R04749_x_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.46656632527722497
R02098_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.30894292809063656
TCM21_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.27945572235174304
R04969_p,1.4508889103849681e-11,3.842730879806213e-11,True,0.5285115317787374
R02957_c_reverse,0.0002704973445409677,0.00039362027378030476,True,0.13048163199713037
R00966_c_reverse,0.0335416594061465,0.043286178193864905,True,0.3502218425380304
TCM17_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.3209861646785
R01221_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.22990587356742453
R01561_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.548017873392283
R00190_c,1.1316933501002751e-08,2.0824473564345178e-08,True,-0.3122222261277409
R02101_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.3539360595819662
R00754_c,1.1316933501002751e-08,2.0824473564345178e-08,True,0.28011369601226166
R03460_c_reverse,5.803555641539872e-10,1.2044756462605702e-09,True,0.3856436505514544
R01055_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.35705884162443124
R01626_p_reverse,1.1316933501002751e-08,2.0824473564345178e-08,True,0.25803287463740476
R00258_c_reverse,5.569062975843453e-05,8.42345726095318e-05,True,0.12104851505414913
R00959_p_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.3055759190730951
R04747_x,1.4508889103849681e-11,3.842730879806213e-11,True,0.5451291997763028
TCM2,1.4508889103849681e-11,3.842730879806213e-11,True,0.3439334840849339
R00024_p,1.1316933501002751e-08,2.0824473564345178e-08,True,-0.4216847383575538
R02750_c_reverse,9.54696510144592e-06,1.4977023318996947e-05,True,0.18920667020989101
R00658_p,0.012298612583953778,0.016458819800513197,True,0.13736311033521462
R01373_c,0.0002704973445409677,0.00039362027378030476,True,0.4381853536732825
R02029_c_reverse,1.3259673752008224e-06,2.166031867102247e-06,True,0.199526676099828
R04326_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.4362730556340074
R00355_p,5.803555641539872e-10,1.2044756462605702e-09,True,0.20350949537898075
R03067_c_reverse,9.54696510144592e-06,1.4977023318996947e-05,True,0.23701262868577086
TCP25,1.4508889103849681e-11,3.842730879806213e-11,True,0.15218653651935124
R05617_c,5.803555641539872e-10,1.2044756462605702e-09,True,0.4224412244215122
R04961_p_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.48337325830897326
TCX18,1.4508889103849681e-11,3.842730879806213e-11,True,0.2569982197876828
R00330_c_reverse,0.0002704973445409677,0.00039362027378030476,True,-0.18896887510837593
R01222_c_reverse,1.3259673752008224e-06,2.166031867102247e-06,True,0.20926626512881727
R04173_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.37160088926342477
R00408_c,1.1316933501002751e-08,2.0824473564345178e-08,True,0.23097176856600307
R00408_c_reverse,5.803555641539872e-10,1.2044756462605702e-09,True,0.2685337763797572
R01131_c_reverse,0.0002704973445409677,0.00039362027378030476,True,0.180416854021824
R00132N_c,5.803555641539872e-10,1.2044756462605702e-09,True,0.27785224541815484
R02433_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.24414081057678605
R04534_p,1.4508889103849681e-11,3.842730879806213e-11,True,0.6071741850653534
R00258_c,1.4334782434603487e-07,2.459056173740923e-07,True,0.1565620736348837
R05555_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.4758796331858678
R00942_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.2754343119083982
R02484_c,1.1316933501002751e-08,2.0824473564345178e-08,True,0.3269792482560121
R03968_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.283417938291476
R01830_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.27466697715620464
R04429_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.4357629885250169
R07384_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.411623112460632
TCP31,0.001115801546231492,0.0015626158822224213,True,-0.23438132818014557
TCP9,1.4508889103849681e-11,3.842730879806213e-11,True,0.28137809945401826
R01082_m,1.3259673752008224e-06,2.166031867102247e-06,True,0.2254689447174242
R03546_c_reverse,5.803555641539872e-10,1.2044756462605702e-09,True,0.30405896057066045
R01036_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.33640302397779753
TCM13,1.4508889103849681e-11,3.842730879806213e-11,True,0.3138986646485168
R00028_c,0.0335416594061465,0.043286178193864905,True,-0.32529969961545085
R01941_c_reverse,5.803555641539872e-10,1.2044756462605702e-09,True,0.32894215014937017
R00750_c,1.3259673752008224e-06,2.166031867102247e-06,True,0.20408968377906278
R04954_p,0.001115801546231492,0.0015626158822224213,True,0.23713182781331485
R04955_c_reverse,5.803555641539872e-10,1.2044756462605702e-09,True,0.5155985941743256
R00713_c,5.569062975843453e-05,8.42345726095318e-05,True,0.18151305690224892
R02740_c,5.569062975843453e-05,8.42345726095318e-05,True,0.16265478266355457
R02090_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.26948466519089326
R02739_p_reverse,1.1316933501002751e-08,2.0824473564345178e-08,True,0.2530098499813127
R04724_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.5990991039931393
R00291_c,5.803555641539872e-10,1.2044756462605702e-09,True,0.1955642466457594
R01061_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.4189814064661651
RN01_c,1.1316933501002751e-08,2.0824473564345178e-08,True,0.24151226904385809
R04742_x,1.4508889103849681e-11,3.842730879806213e-11,True,0.5425679894345166
R00342_x_reverse,9.54696510144592e-06,1.4977023318996947e-05,True,0.15840427644487526
R00978_c,1.4334782434603487e-07,2.459056173740923e-07,True,0.22722624373001638
R01706_c,0.012298612583953778,0.016458819800513197,True,0.1779588528415717
R05961_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.4369310156939664
TCP17,1.4508889103849681e-11,3.842730879806213e-11,True,0.2702446502742036
R00970_c,1.3259673752008224e-06,2.166031867102247e-06,True,-0.653615419853737
R01015_c,5.803555641539872e-10,1.2044756462605702e-09,True,0.3021108637550307
R02088_c_reverse,1.1316933501002751e-08,2.0824473564345178e-08,True,0.26795370794763607
R01855_c,0.0002704973445409677,0.00039362027378030476,True,0.6063078409318954
R04738_x_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.5735729905861111
R01827_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.28152211944674954
R03546_c,5.803555641539872e-10,1.2044756462605702e-09,True,0.39222050098429057
R04783_c,5.803555641539872e-10,1.2044756462605702e-09,True,0.4645475535198409
R00722_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.45503240340461154
R02735_c,0.001115801546231492,0.0015626158822224213,True,0.14609445204045693
R03858_x_reverse,5.803555641539872e-10,1.2044756462605702e-09,True,0.26224004751527763
R01624_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.28110179879240443
R04544_c_reverse,0.00396729438660086,0.005447499667501832,True,0.14301117510671887
R06027_c,5.803555641539872e-10,1.2044756462605702e-09,True,0.4952698462519525
R01049_c,0.001115801546231492,0.0015626158822224213,True,0.2641608217919036
TCP10_reverse,5.569062975843453e-05,8.42345726095318e-05,True,-0.13864982716182905
RN03_p_reverse,5.803555641539872e-10,1.2044756462605702e-09,True,0.2755528872022808
R03067_c,0.012298612583953778,0.016458819800513197,True,-0.20561267934020153
TCX14,9.54696510144592e-06,1.4977023318996947e-05,True,-0.3012063760501458
R00095_tmx,1.4508889103849681e-11,3.842730879806213e-11,True,0.25843524625147557
R01954_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.31451714907624884
R02297_c,0.012298612583953778,0.016458819800513197,True,0.09940896043396788
R00806_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.28078891487443863
R05662_c_reverse,5.803555641539872e-10,1.2044756462605702e-09,True,0.46261030305188233
R04738_x,5.803555641539872e-10,1.2044756462605702e-09,True,0.5649884405970127
R00238_c,0.001115801546231492,0.0015626158822224213,True,0.15619007386649456
R06847_c,1.4508889103849681e-11,3.842730879806213e-11,True,0.63388265304135
R02530_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.2740123451840665
R02313_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.2571390843025848
R00999_c_reverse,1.4508889103849681e-11,3.842730879806213e-11,True,0.3210576941312025
R00512_c_reverse,9.54696510144592e-06,1.4977023318996947e-05,True,0.20227761012633194
R00878_c,1.4334782434603487e-07,2.459056173740923e-07,True,0.20047013857006749
